event,fight_date,fighter_a,fighter_b,judge,round_1_a,round_1_b,round_2_a,round_2_b,round_3_a,round_3_b,round_4_a,round_4_b,round_5_a,round_5_b,total_a,total_b,decision_type,winner,card_type,raw_scorecards,source_file
UFC Fight Night: Stephens vs. Choi,2018-01-14,Mads Burnell,Mike Santiago,raw_scorecards,,,,,,,,,,,,,Early Prelims,Mads Burnell,Early Prelims,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 220: Miocic vs. Ngannou,2018-01-20,Stipe Miocic,Francis Ngannou,raw_scorecards,,,,,,,,,,,,,Main Card,Stipe Miocic,Main Card,50-44 | 50-44 | 50-44,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 220: Miocic vs. Ngannou,2018-01-20,Gian Villante,Francimar Barroso,raw_scorecards,,,,,,,,,,,,,Main Card,Gian Villante,Main Card,30-27 | 28-29 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 220: Miocic vs. Ngannou,2018-01-20,Kyle Bochniak,Brandon Davis,raw_scorecards,,,,,,,,,,,,,Prelims,Kyle Bochniak,Prelims,30-27 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 220: Miocic vs. Ngannou,2018-01-20,Dustin Ortiz,Alexandre Pantoja,raw_scorecards,,,,,,,,,,,,,Prelims,Dustin Ortiz,Prelims,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 220: Miocic vs. Ngannou,2018-01-20,Dan Ige,Julio Arce,raw_scorecards,,,,,,,,,,,,,Prelims,Julio Arce,Prelims,28-29 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 220: Miocic vs. Ngannou,2018-01-20,Matt Bessette,Enrique Barzola,raw_scorecards,,,,,,,,,,,,,Early Prelims,Enrique Barzola,Early Prelims,28-29 | 28-29 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Jacare vs. Brunson 2,2018-01-28,Dennis Bermudez,Andre Fili,raw_scorecards,,,,,,,,,,,,,Main Card,Andre Fili,Main Card,28-29 | 30-27 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Jacare vs. Brunson 2,2018-01-28,Drew Dober,Frank Camacho,raw_scorecards,,,,,,,,,,,,,Main Card,Drew Dober,Main Card,30-27 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Jacare vs. Brunson 2,2018-01-28,Erik Koch,King Green,raw_scorecards,,,,,,,,,,,,,Prelims,King Green,Prelims,28-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Jacare vs. Brunson 2,2018-01-28,Katlyn Cerminara,Mara Romero Borella,raw_scorecards,,,,,,,,,,,,,Prelims,Katlyn Cerminara,Prelims,29-28 | 29-28 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Jacare vs. Brunson 2,2018-01-28,Randa Markos,Juliana Lima,raw_scorecards,,,,,,,,,,,,,Prelims,Randa Markos,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Jacare vs. Brunson 2,2018-01-28,Justine Kish,Ji Yeon Kim,raw_scorecards,,,,,,,,,,,,,Prelims,Ji Yeon Kim,Prelims,27-30 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Jacare vs. Brunson 2,2018-01-28,Vinc Pichel,Joaquim Silva,raw_scorecards,,,,,,,,,,,,,Prelims,Vinc Pichel,Prelims,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Machida vs. Anders,2018-02-04,Lyoto Machida,Eryk Anders,raw_scorecards,,,,,,,,,,,,,Main Card,Lyoto Machida,Main Card,49-46 | 47-48 | 48-47,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Machida vs. Anders,2018-02-04,Michel Prazeres,Desmond Green,raw_scorecards,,,,,,,,,,,,,Main Card,Michel Prazeres,Main Card,30-27 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Machida vs. Anders,2018-02-04,Tim Johnson,Marcelo Golm,raw_scorecards,,,,,,,,,,,,,Main Card,Tim Johnson,Main Card,29-28 | 29-28 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Machida vs. Anders,2018-02-04,Douglas Silva de Andrade,Marlon Vera,raw_scorecards,,,,,,,,,,,,,Main Card,Douglas Silva de Andrade,Main Card,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Machida vs. Anders,2018-02-04,Sergio Moraes,Tim Means,raw_scorecards,,,,,,,,,,,,,Prelims,Sergio Moraes,Prelims,29-28 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Machida vs. Anders,2018-02-04,Alan Patrick,Damir Hadzovic,raw_scorecards,,,,,,,,,,,,,Prelims,Alan Patrick,Prelims,30-27 | 30-27 | 30-25,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 221: Romero vs. Rockhold,2018-02-10,Mark Hunt,Curtis Blaydes,raw_scorecards,,,,,,,,,,,,,Main Card,Curtis Blaydes,Main Card,27-29 | 26-30 | 26-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 221: Romero vs. Rockhold,2018-02-10,Jake Matthews,Li Jingliang,raw_scorecards,,,,,,,,,,,,,Main Card,Jake Matthews,Main Card,30-26 | 30-26 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 221: Romero vs. Rockhold,2018-02-10,Damien Brown,Dong Hyun Ma,raw_scorecards,,,,,,,,,,,,,Prelims,Dong Hyun Ma,Prelims,28-29 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 221: Romero vs. Rockhold,2018-02-10,Ross Pearson,Mizuto Hirota,raw_scorecards,,,,,,,,,,,,,Early Prelims,Ross Pearson,Early Prelims,29-28 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 221: Romero vs. Rockhold,2018-02-10,Teruto Ishihara,Jose Quiñonez,raw_scorecards,,,,,,,,,,,,,Early Prelims,Jose Quiñonez,Early Prelims,28-29 | 28-29 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 221: Romero vs. Rockhold,2018-02-10,Luke Jumeau,Daichi Abe,raw_scorecards,,,,,,,,,,,,,Early Prelims,Luke Jumeau,Early Prelims,28-27 | 29-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Cowboy vs. Medeiros,2018-02-18,Francisco Trinaldo,James Vick,raw_scorecards,,,,,,,,,,,,,Main Card,James Vick,Main Card,28-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Cowboy vs. Medeiros,2018-02-18,Steven Peterson,Brandon Davis,raw_scorecards,,,,,,,,,,,,,Main Card,Brandon Davis,Main Card,26-30 | 28-29 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Cowboy vs. Medeiros,2018-02-18,Sage Northcutt,Thibault Gouti,raw_scorecards,,,,,,,,,,,,,Main Card,Sage Northcutt,Main Card,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Cowboy vs. Medeiros,2018-02-18,Sarah Moras,Lucie Pudilova,raw_scorecards,,,,,,,,,,,,,Prelims,Lucie Pudilova,Prelims,27-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Emmett vs. Stephens,2018-02-24,Jessica Andrade,Tecia Pennington,raw_scorecards,,,,,,,,,,,,,Main Card,Jessica Andrade,Main Card,29-27 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Emmett vs. Stephens,2018-02-24,Mike Perry,Max Griffin,raw_scorecards,,,,,,,,,,,,,Main Card,Max Griffin,Main Card,27-30 | 27-29 | 27-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Emmett vs. Stephens,2018-02-24,Renan Barao,Brian Kelleher,raw_scorecards,,,,,,,,,,,,,Prelims,Brian Kelleher,Prelims,28-29 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Emmett vs. Stephens,2018-02-24,Maryna Moroz,Angela Hill,raw_scorecards,,,,,,,,,,,,,Prelims,Angela Hill,Prelims,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Emmett vs. Stephens,2018-02-24,Eric Shelton,Alex Perez,raw_scorecards,,,,,,,,,,,,,Early Prelims,Alex Perez,Early Prelims,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Sean O'Malley,Andre Soukhamthath,raw_scorecards,,,,,,,,,,,,,Main Card,Sean O'Malley,Main Card,29-27 | 29-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Stefan Struve,Andrei Arlovski,raw_scorecards,,,,,,,,,,,,,Main Card,Andrei Arlovski,Main Card,27-30 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Cat Zingano,Ketlen Vieira,raw_scorecards,,,,,,,,,,,,,Main Card,Ketlen Vieira,Main Card,28-29 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Ashley Yoder,Mackenzie Dern,raw_scorecards,,,,,,,,,,,,,Prelims,Mackenzie Dern,Prelims,29-28 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,John Dodson,Pedro Munhoz,raw_scorecards,,,,,,,,,,,,,Prelims,John Dodson,Prelims,29-28 | 30-27 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Bryan Caraway,Cody Stamann,raw_scorecards,,,,,,,,,,,,,Early Prelims,Cody Stamann,Early Prelims,28-29 | 28-29 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Jordan Johnson,Adam Milstead,raw_scorecards,,,,,,,,,,,,,Early Prelims,Jordan Johnson,Early Prelims,29-28 | 27-30 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Werdum vs. Volkov,2018-03-17,Jan Blachowicz,Jimi Manuwa,raw_scorecards,,,,,,,,,,,,,Main Card,Jan Blachowicz,Main Card,30-27 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Werdum vs. Volkov,2018-03-17,Terrion Ware,Tom Duquesnoy,raw_scorecards,,,,,,,,,,,,,Main Card,Tom Duquesnoy,Main Card,27-30 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Werdum vs. Volkov,2018-03-17,Kajan Johnson,Stevie Ray,raw_scorecards,,,,,,,,,,,,,Prelims,Kajan Johnson,Prelims,28-29 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 223: Khabib vs. Iaquinta,2018-04-07,Khabib Nurmagomedov,Al Iaquinta,raw_scorecards,,,,,,,,,,,,,Main Card,Khabib Nurmagomedov,Main Card,50-43 | 50-44 | 50-43,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 223: Khabib vs. Iaquinta,2018-04-07,Rose Namajunas,Joanna Jedrzejczyk,raw_scorecards,,,,,,,,,,,,,Main Card,Rose Namajunas,Main Card,49-46 | 49-46 | 49-46,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 223: Khabib vs. Iaquinta,2018-04-07,Renato Moicano,Calvin Kattar,raw_scorecards,,,,,,,,,,,,,Main Card,Renato Moicano,Main Card,30-27 | 30-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 223: Khabib vs. Iaquinta,2018-04-07,Zabit Magomedsharipov,Kyle Bochniak,raw_scorecards,,,,,,,,,,,,,Main Card,Zabit Magomedsharipov,Main Card,30-27 | 30-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 223: Khabib vs. Iaquinta,2018-04-07,Karolina Kowalkiewicz,Felice Herrig,raw_scorecards,,,,,,,,,,,,,Prelims,Karolina Kowalkiewicz,Prelims,29-28 | 28-29 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 223: Khabib vs. Iaquinta,2018-04-07,Bec Rawlings,Ashlee Evans-Smith,raw_scorecards,,,,,,,,,,,,,Prelims,Ashlee Evans-Smith,Prelims,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 223: Khabib vs. Iaquinta,2018-04-07,Devin Clark,Mike Rodriguez,raw_scorecards,,,,,,,,,,,,,Prelims,Devin Clark,Prelims,30-27 | 30-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Poirier vs. Gaethje,2018-04-15,Israel Adesanya,Marvin Vettori,raw_scorecards,,,,,,,,,,,,,Main Card,Israel Adesanya,Main Card,29-28 | 28-29 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Poirier vs. Gaethje,2018-04-15,Michelle Waterson-Gomez,Cortney Casey,raw_scorecards,,,,,,,,,,,,,Main Card,Michelle Waterson-Gomez,Main Card,29-28 | 28-29 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Poirier vs. Gaethje,2018-04-15,Wilson Reis,John Moraga,raw_scorecards,,,,,,,,,,,,,Prelims,John Moraga,Prelims,28-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Poirier vs. Gaethje,2018-04-15,Shana Dobson,Lauren Mueller,raw_scorecards,,,,,,,,,,,,,Early Prelims,Lauren Mueller,Early Prelims,28-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Poirier vs. Gaethje,2018-04-15,Dhiego Lima,Yushin Okami,raw_scorecards,,,,,,,,,,,,,Early Prelims,Yushin Okami,Early Prelims,26-30 | 26-30 | 26-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Poirier vs. Gaethje,2018-04-15,Luke Sanders,Patrick Williams,raw_scorecards,,,,,,,,,,,,,Early Prelims,Luke Sanders,Early Prelims,29-28 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Barboza vs. Lee,2018-04-22,Frankie Edgar,Cub Swanson,raw_scorecards,,,,,,,,,,,,,Main Card,Frankie Edgar,Main Card,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Barboza vs. Lee,2018-04-22,Justin Willis,Chase Sherman,raw_scorecards,,,,,,,,,,,,,Main Card,Justin Willis,Main Card,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Barboza vs. Lee,2018-04-22,Aljamain Sterling,Brett Johns,raw_scorecards,,,,,,,,,,,,,Main Card,Aljamain Sterling,Main Card,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Barboza vs. Lee,2018-04-22,Ryan LaFlare,Alex Garcia,raw_scorecards,,,,,,,,,,,,,Prelims,Ryan LaFlare,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Barboza vs. Lee,2018-04-22,Corey Anderson,Patrick Cummins,raw_scorecards,,,,,,,,,,,,,Prelims,Corey Anderson,Prelims,30-27 | 30-26 | 30-26,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Barboza vs. Lee,2018-04-22,Anthony Rocco Martin,Keita Nakamura,raw_scorecards,,,,,,,,,,,,,Early Prelims,Anthony Rocco Martin,Early Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 224: Nunes vs. Pennington,2018-05-13,Jacare Souza,Kelvin Gastelum,raw_scorecards,,,,,,,,,,,,,Main Card,Kelvin Gastelum,Main Card,28-29 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 224: Nunes vs. Pennington,2018-05-13,Alberto Mina,Ramazan Emeev,raw_scorecards,,,,,,,,,,,,,Early Prelims,Ramazan Emeev,Early Prelims,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Maia vs. Usman,2018-05-19,Demian Maia,Kamaru Usman,raw_scorecards,,,,,,,,,,,,,Main Card,Kamaru Usman,Main Card,46-49 | 46-49 | 45-50,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Maia vs. Usman,2018-05-19,Diego Rivas,Guido Cannetti,raw_scorecards,,,,,,,,,,,,,Main Card,Guido Cannetti,Main Card,28-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Maia vs. Usman,2018-05-19,Veronica Hardy,Andrea Lee,raw_scorecards,,,,,,,,,,,,,Main Card,Andrea Lee,Main Card,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Maia vs. Usman,2018-05-19,Zak Cummings,Michel Prazeres,raw_scorecards,,,,,,,,,,,,,Prelims,Michel Prazeres,Prelims,28-29 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Maia vs. Usman,2018-05-19,Brandon Moreno,Alexandre Pantoja,raw_scorecards,,,,,,,,,,,,,Prelims,Alexandre Pantoja,Prelims,27-29 | 26-30 | 26-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
